query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
563,0.2939,72.4157,736.5327,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,2133.7940,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
564,0.4090,144.0433,775.2073,631.1640,QTVAYNGFFDZGDR,Kakkalide,O=C1C(=COC=2C=C(OC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)C(OC)=C(O)C12)C=5C=CC(OC)=CC5,1086.3930,,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
565,0.4090,188.0774,775.2074,587.1300,MMDUKUSNQNWVET,Vicenin III,O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5,1120.8320,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
566,0.9731,0.0000,788.5430,788.5430,WTBFLCSPLLEDEM,"1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC,2051.7740,,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,Phosphatidylserines,Glycerophosphoserines,Glycerophospholipids,Fatty acids
567,0.2594,234.6614,792.5614,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,2117.1600,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
568,0.4076,117.6744,797.5166,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,2117.1600,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
569,0.4090,38.1977,799.5323,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,2152.4910,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
570,0.2939,143.9677,807.5223,951.4900,CCRXMHCQWYVXTE,Asperosaponin VI,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,2054.2180,,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
571,0.2650,282.6512,824.5512,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,2008.6950,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
572,0.2939,121.9835,829.5065,951.4900,CCRXMHCQWYVXTE,Asperosaponin VI,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,2008.6950,,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
573,0.4090,60.9468,829.5068,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1979.5700,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
574,0.4090,62.6686,831.5224,894.1910,FEXBJMLGPVUJAL,betamethoxyvaleroyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(CCCC)=O,2029.5220,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-oxo-acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
575,0.4090,380.1698,851.2598,471.0900,PEFNSGRTCBGNAN,Glucoluteolin,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=C(O)C4,969.8060,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
576,0.4090,218.1199,851.2599,633.1400,QQBFHNKJGBCSLG,2''-O-beta-L-galactopyranosylorientin,O=C1C=C(OC=2C1=C(O)C=C(O)C2C3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=C(O)C5,927.9570,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
577,0.2650,314.6410,856.5410,541.9000,BLFMBWWFYPUMNR,14-bromodiscorhabdin C(+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CCN1)C4=C5C2=[NH+]CCC5=C(Br)N4,1895.2130,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
578,0.4090,89.9937,861.4963,951.4900,CCRXMHCQWYVXTE,Asperosaponin VI,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(CO)C7CCC6(C)C5(C)CC3,1893.8850,,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
579,0.2939,250.3364,861.4964,611.1600,OTUCXMIQUNROBJ,Quercetin 3-O-glucoside-7-O-rhamnoside,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(O)C(O)C4O)=CC(O)=C13)C=5C=CC(O)=C(O)C5,1918.3550,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
580,0.4090,344.2866,861.4966,517.2100,MQIAICAGVFTAAN,Aerucyclamide C,[H][C@]12N=C(O[C@@H]1C)[C@H](C)NC(=O)C1=CSC(=N1)[C@]([H])(NC(=O)C1=COC(=N1)[C@@H](NC2=O)C(C)C)[C@@H](C)CC,1849.4300,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Cyclic peptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
581,0.2944,363.0763,880.2863,517.2100,MQIAICAGVFTAAN,Aerucyclamide C,[H][C@]12N=C(O[C@@H]1C)[C@H](C)NC(=O)C1=CSC(=N1)[C@]([H])(NC(=O)C1=COC(=N1)[C@@H](NC2=O)C(C)C)[C@@H](C)CC,1236.5190,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Cyclic peptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
582,0.2244,127.3050,888.5310,761.2260,MIQMVCTWXSPFSC,"beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-6-[[3-O-acetyl-6-deoxy-2-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-alpha-L-mannopyranosyl]oxy]-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-2-yl, 2-acetate",C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4OC(C)=O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(=O)/C=C/C6=CC=C(O)C=C6)[C@H](OC(C)=O)[C@H]1O,1782.6040,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
583,0.2939,900.3704,932.6296,1833.0000,KQQGGCZHLHGDHS,GlcNAc-beta-1-2Man-alpha-1-6(GlcNAc-beta-1-4)(Gal-beta-1-4GlcNAc-beta-1-2Man-alpha-1-3)Man-beta-1-4GlcNAc-beta-1-4GlcNAc,C(C9O)(C(NC(C)=O)C(OC9CO)OC(C8O)C(OC(C8O)CO)OCC(C(OC(O7)C(C(O)C(O)C7CO)NC(C)=O)3)OC(C(C3OC(C(OC(C6NC(C)=O)OC(C(C6O)OC(C5O)OC(CO)C(C5O)O)CO)4)OC(C(O)C(O)4)CO)O)OC(C(O)1)C(OC(OC(C2O)C(OC(C2NC(C)=O)O)CO)C1NC(C)=O)CO)O,2155.9950,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Polysaccharides,Saccharides,Carbohydrates
584,0.4090,249.4278,937.5848,688.1570,KDTSHFARGAKYJN,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl [hydroxy-[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butoxy]phosphoryl] hydrogen pho",CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)C(C(=O)NCCC(=O)NCCS)O,2157.1750,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside diphosphates,Fatty acyl CoAs,Fatty esters,Fatty acids
585,0.4090,771.5960,111.0440,882.6400,SYKWLIJQEHRDNH,glutaryl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O,183.2440,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,"2,3,4-saturated fatty acyl CoAs",Fatty acyl CoAs,Fatty esters,Fatty acids
586,0.4090,725.5660,111.0440,836.6100,KFWWCMJSYSSPSK,Crotonoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,195.9310,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
587,0.4090,553.0730,111.0440,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,202.6800,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
588,0.2939,206.9796,123.0804,330.0600,IVOMOUWHDPKRLL,"(1S,6R,8R,9R)-8-(6-aminopurin-9-yl)-3-hydroxy-3-oxo-2,4,7-trioxa-3$l^{5}-phosphabicyclo[4.",C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,223.4340,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",Purine nucleos(t)ides,Nucleosides,Carbohydrates
589,0.8957,0.0007,579.1493,579.1500,XFZJEEAOWLFHDH,Procyanidin B2,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,236.5500,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,Proanthocyanins,Flavonoids,Shikimates and Phenylpropanoids
590,0.2939,484.0755,181.0495,665.1250,BAWFJGJZGIEFAR,NAD,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,246.2840,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
591,0.8077,0.0006,180.0654,180.0660,QIAFMBKCNZACKA,Hippuric acid,O=C(O)CN=C(O)c1ccccc1,247.1630,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,Aminoacids,Small peptides,Amino acids and Peptides
592,0.4090,547.5540,291.0860,838.6400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,253.9140,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
593,0.4090,254.4570,582.1530,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,263.9160,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
594,0.4090,655.5606,181.0494,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,269.2420,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
595,0.9440,0.0004,579.1494,579.1490,XFZJEEAOWLFHDH,Procyanidin B2,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,275.9790,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,Proanthocyanins,Flavonoids,Shikimates and Phenylpropanoids
596,0.2939,521.7067,123.0803,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,275.5350,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
597,0.4090,452.9940,291.0860,744.0800,XJLXINKUBYWONI,KNA00403 NADP+|NADP|Nicotinamide adenine dinucleotide phosphate|beta-Nicotinamide adenine dinucleotide phosphate|TPN|Triphosphopyridine nucleotide,NC(=O)c(c5)c[n+1](cc5)[C@H](O1)[C@H](O)[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H](O2)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]2n(c3)c(n4)c(c(N)nc4)n3)1,290.8740,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
598,0.3307,790.1313,125.0597,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,290.8270,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
599,0.2939,511.0624,153.0546,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,291.3760,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
600,0.4090,735.0888,167.0702,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,293.0200,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
601,0.2939,521.7066,123.0804,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,298.4880,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
602,0.2939,511.0624,153.0546,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,300.1910,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
603,0.4090,96.9249,867.2119,770.2870,BARAUATXLYPTGX,"beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-6-[[2,3-di-O-acetyl-6-deoxy-4-O-[(2E)-3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-alpha-L-mannopyranosyl]oxy]-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-2-yl",COC1=CC=C(\C=C\C(=O)O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@@H]4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4[C@@]6(CO)O[C@@H]36)[C@H](OC(C)=O)[C@@H]2OC(C)=O)C=C1,302.8240,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
604,0.2939,521.7430,123.0440,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,309.2290,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
605,0.2939,511.0624,153.0546,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,309.6920,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
606,0.2939,521.7066,123.0804,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,312.5340,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
607,0.2939,521.7430,123.0440,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,317.4350,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
608,0.4090,671.6854,165.0546,836.7400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,319.3380,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
609,0.4090,683.5554,153.0546,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,322.3730,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
610,0.2939,521.7066,123.0804,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,325.5700,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
611,0.2939,521.7430,123.0440,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,329.8790,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
612,0.9392,0.0001,611.1601,611.1600,RDFLLVCQYHQOBU,"Cyanidin-3,5-di-O-glucoside M",OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,338.3230,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-5-O-glycosides,,,
613,0.4090,642.6649,195.0651,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,341.6740,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
614,0.4090,239.1075,225.0755,464.1830,BAXOWSLWHQXBID,"2-ethoxyethyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4 ,6,7,8-pentahydroquinoline-3-carboxylate",CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cc(Cl)c(O)c(OC)c1,345.1140,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
615,0.2939,521.7430,123.0440,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,346.2140,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
